ID,UUID,Revision ID,Language,Content type,Revision create time,Revision user,Revision log message,Published,Authored by,Name,Authored on,Changed,Promoted to front page,Sticky at top of lists,Default translation,Default revision,Revision translation affected,URL alias,Menu link,Task Description,Feeds item,Active,Comments,Contact,Data Update Responsibility,Dataset Based on,Dataset License,Dataset Extent,Dataset Review Period,Dataset Type,Deliverable,Dependants,Downloadable,ECHOES Classification,ECHOES ID,id,Input Format,Inspire Theme,Layer,Lineage Statement,Mapping Service Format,Notes,Progress,Link to code repository using data,Required Data,Scale/Resolution,Schema,Source Providers,Spatial Reference System,Store,Table,Tag(s),Time Period,Type,Update Frequency,Viewable,Web Service URL,WorkSpace
81,6ad3502e-7b5d-4238-8f19-ea5925b2c1f1,152,en,dataset,1646911048,82,,1,82,Special Areas of Conservation (SAC) - Ireland,1646911048,1687434067,,,1,1,1,/dataset/special-areas-conservation-sac-ireland,,"<p>Metadata link:&nbsp;<a href=""https://gis.epa.ie/geonetwork/srv/eng/catalog.search#/metadata/d86f3a31-affe-4875-b270-895387012442"">https://gis.epa.ie/geonetwork/srv/eng/catalog.search#/metadata/d86f3a31-affe-4875-b270-895387012442</a></p>

<p>These are prime wildlife conservation areas in the country, considered to be important on a European as well as Irish level. Most Special Areas of Conservation (SACs) are in the countryside, although a few sites reach into town or city landscapes, such as Dublin Bay and Cork Harbour. Detailed conservation objectives are available for some SACs and as additional ones are approved they will be posted on the NPWS website (www.npws.ie). The legal basis on which SACs are selected and designated is the EU Habitats Directive, transposed into Irish law in the as amended in 1998 and 2005. The Directive lists certain habitats and species that must be protected within SACs This is a national dataset and is split into two separate file download: SACs within the bounds of the ITM coordinate reference system and off-shore SACs which are provided in WGS 84.</p>
",,1,2,,,,97,,,22,86,,,,48,,46,80,,"<p>This spatial dataset and associated web services is currently presented in Irish Transverse Mercator projection. The majority of site boundaries were originally digitised from Ordnance Survey of Ireland 1:10560 six-inch raster data in Irish Grid. Over time an increasing number of site boundaries in this dataset will be replotted to Ordnance Survey of Ireland 1:5000 vector mapping in Irish Transverse Mercator. The spatial dataset and associated web services contain two feature level metadata fields: SOURCE_SCALE AND SOURCE_CRS to identify the source scale and projection that the site boundary feature is derived from.</p>
",41,,,,,1:50000,,103,102,,,91,1980-2014,54,,1,https://gis.epa.ie/geoserver/EPA/wms,
82,fb361130-7b1e-496d-98c0-f58a122f3c4f,153,en,dataset,1646911798,82,,1,82,GSI Bedrock Geology 1 Million,1646911798,1687434067,,,1,1,1,/dataset/gsi-bedrock-geology-1-million,,"<p>Metadata link:&nbsp;<a href=""https://gis.epa.ie/geonetwork/srv/eng/catalog.search#/metadata/003529a7-2303-4761-8a32-1bffa59a936b"">https://gis.epa.ie/geonetwork/srv/eng/catalog.search#/metadata/003529a7-2303-4761-8a32-1bffa59a936b</a></p>

<p>This map shows the bedrock geology of the island of Ireland, at a scale of 1:1,000,000. This data represents a seamless bedrock geological dataset encompassing Rep of Ireland and parts of Northern Ireland derived from 1:500,000 scale data. It is published by Geological Survey Ireland (GSI) and the Geological Survey of Northern Ireland (GSNI). There are two parts to the data Bedrock Geology &amp; Bedrock Geology Faults. The geology presents the bedrock data from the OneGeology-Europe map project coloured to an Irish lithostratigraphical scheme. It is derived from the GSI 1:500,000 Bedrock Geological map of Ireland and 1:100,000 Bedrock Map Series and the GSNI 1:250,000 Geological Map of Northern Ireland.</p>
",,1,2,,,,97,,,22,86,,,,49,,46,68,,"<p>This PDF map includes offshore data derived from the EMODnet project map compiled by GSI from Petroleum Affairs Division and INFOMAR mapping and other published sources.</p>
",41,,,,,1:50000,,103,102,,,91,2005,54,,1,https://gis.epa.ie/geoserver/EPA/wms,
83,35a1ab19-8dce-4a3f-b45e-277fa40bb47d,154,en,dataset,1646912018,82,,1,82,National Soils,1646912018,1687434067,,,1,1,1,/dataset/national-soils,,"<p>Metadata link:&nbsp;<a href=""https://gis.epa.ie/geonetwork/srv/eng/catalog.search#/metadata/40ba5a34-05f8-4b2d-b3ba-5ca6a35cf3fd"">https://gis.epa.ie/geonetwork/srv/eng/catalog.search#/metadata/40ba5a34-05f8-4b2d-b3ba-5ca6a35cf3fd</a></p>

<p>The indicative soils map classifies the soils of Ireland on a categorically simplified but cartographically detailed basis into 25 classes, using an expert rule based methodology. Produced by Teagasc (Kinsealy), EPA and GSI.</p>
",,1,2,,,,97,,,22,86,,,,50,,46,82,,"<p>Soil maps are out of practical necessity based on surveyors predicting what soils occur on those parts of the landscape that they cannot visit. Key soil forming factors such as vegetation (landcover), topography and geology (parent material) were mapped and a set of rules were applied to these datasets to predict the soils that may occur at any given location in the landscape. These maps were then combined to create a predicted model of soil occurrence. Combination of these inputs provided for a modelled output of predicted soils, with this model output termed Level 1. The model was then extended to a Level 2 predictive model which incorporated topographical variables, previously mapped soil data and other geologically based variables such as subsoil permeability, which increased map accuracy. Predictions are based on expert judgement in combination with pre-existing, mapped data (National Soil Survey (NSS) 1959-1980's at 1:126720; General Soil Map of Ireland, 1969 and 1980 at 1:575,000, Peatland map 1978). Both GIS and remote sensing technologies were used in the process. The OSI 20m DTM was used as part of the topographic analysis.<br />
A soil series is generally named after the locality where it was first identified and the soils that it represents are best expressed. (Please refer to ""Teagasc-EPA Soils and Subsoils Mapping Project - Final Report"" for more information. Available for download at&nbsp;<a href=""http://gis.epa.ie/"">http://gis.epa.ie</a>)</p>
",41,,,,,1:50000,,103,102,,,91,1998-2006,54,,1,https://gis.epa.ie/geoserver/EPA/wms,
84,e8c69186-dd78-41fc-94b8-502d95116a67,155,en,dataset,1646912654,82,,1,82,WFD Groundwaterbodies Status 2013-2018,1646912654,1687434067,,,1,1,1,/dataset/wfd-groundwaterbodies-status-2013-2018,,"<p>Metadata link:&nbsp;<a href=""https://gis.epa.ie/geonetwork/srv/eng/catalog.search#/metadata/87a9cce9-c37c-41ab-b50c-f8029d151550"">https://gis.epa.ie/geonetwork/srv/eng/catalog.search#/metadata/87a9cce9-c37c-41ab-b50c-f8029d151550</a></p>

<p>This dataset contains status results based on the assessment of groundwater chemical and quantitative figures in Ireland. This is drawn from representative monitoring points selected specifically for the Water Framework Directive (WFD) groundwater monitoring programme.</p>
",,1,2,,103,,97,,,22,86,,,,51,,46,58,,"<p>This groundwater status assessment was carried out in 2019 for the period 2013-2018. EPA WFD groundwater quality data from 2013 to 2018 have generally been used, with trends based on data from 2009 to 2018, where available.</p>
",41,,,,,1:50000,,103,102,,,91,2013-2018,54,,1,https://gis.epa.ie/geoserver/EPA/wms,
85,cde914ba-c327-4bad-b1a7-47f7669380e1,156,en,dataset,1646912892,82,,1,82,WFD Coastal Waterbodies Status 2013-2018,1646912892,1687434067,,,1,1,1,/dataset/wfd-coastal-waterbodies-status-2013-2018,,"<p>Metadata link:&nbsp;<a href=""https://gis.epa.ie/geonetwork/srv/eng/catalog.search#/metadata/603d5978-aecb-4351-9b92-15cf598cbace"">https://gis.epa.ie/geonetwork/srv/eng/catalog.search#/metadata/603d5978-aecb-4351-9b92-15cf598cbace</a></p>

<p>This dataset contains all the Coastal Waterbody Status results recorded in accordance with European Communities (Water Policy) Regulations 2003 (SI No. 722/2003). The regulation objectives include the attainment of good status in waterbodies that are of lesser status at present and retaining good status or better where such status exists</p>
",,1,2,,103,,97,,,22,86,,,,52,,46,58,,"<p>The EU Water Framework Directive (2000/60/EC) establishes a framework for the protection, improvement and management of surface water and groundwater. The overall aim for surface waters, which include coastal water is to achieve at least good ecological status and good chemical status as well as preventing deterioration in those waters that have been classified as high or good.</p>
",41,,,,,1:50000,,103,102,,,91,2013-2018,54,,1,https://gis.epa.ie/geoserver/EPA/wms,
86,75d0d8ab-a9a8-4a50-85ac-a51364e2030d,157,en,dataset,1646913060,82,,1,82,WFD Transitional Waterbodies Status 2013-2018,1646913060,1687434067,,,1,1,1,/dataset/wfd-transitional-waterbodies-status-2013-2018,,"<p>Metadata link:&nbsp;<a href=""https://gis.epa.ie/geonetwork/srv/eng/catalog.search#/metadata/3363af8f-a652-4388-abc8-24d305e5d5d0"">https://gis.epa.ie/geonetwork/srv/eng/catalog.search#/metadata/3363af8f-a652-4388-abc8-24d305e5d5d0</a></p>

<p>This dataset contains all the Transitional Waterbody Status results recorded in accordance with European Communities (Water Policy) Regulations 2003 (SI no. 722/2003). The regulation objectives include the attainment of good status in waterbodies that are of lesser status at present and retaining good status or better where such status exists</p>
",,1,2,,103,,97,,,22,86,,,,53,,46,58,,"<p>The EU Water Framework Directive (2000/60/EC) establishes a framework for the protection, improvement and management of surface and ground waters. The overall aim for surface waters, which include transitional (estuaries and lagoons) is to achieve at least good ecological status and good chemical status as well as preventing deterioration in those waters that have been classified as high or good.</p>
",41,,,,,1:50000,,103,102,,,91,2013-2018,54,,1,https://gis.epa.ie/geoserver/EPA/wms,
87,fbc4efe2-a0bd-4f24-a0a9-ce113b8af2da,158,en,dataset,1646913219,82,,1,82,WFD Lake Waterbodies Status 2013-2018,1646913219,1687434067,,,1,1,1,/dataset/wfd-lake-waterbodies-status-2013-2018,,"<p>Metadata link:&nbsp;<a href=""https://gis.epa.ie/geonetwork/srv/eng/catalog.search#/metadata/b0f258c3-4ce8-4a4d-9549-316490a59b28"">https://gis.epa.ie/geonetwork/srv/eng/catalog.search#/metadata/b0f258c3-4ce8-4a4d-9549-316490a59b28</a></p>

<p>This dataset contains the status results for lake waterbodies (LWB) monitored as part of the EU Water Framework Directive (2000/60/EC) with the objectives to achieve or maintain at least good ecological status and good chemical status</p>
",,1,2,,103,,97,,,22,86,,,,54,,46,58,,"<p>Each monitored lake waterbody (LWB) is assigned an ecological status by the EPA based on the lowest status for biological status and general conditions. In LWB, where these are both high, hydromorphology is included and if less than high, a LWB is assigned good ecological status. Biological status is assigned based on the lowest status for all the biological elements assessed. These comprise aquatic flora (macrophytes and phytobenthos), fish (assessed by the Inland Fisheries Ireland) and phytoplankton which are all assessed for surveillance lakes. Macrophytes and the chlorophyll a component of phytoplankton are assessed for operational lakes. General conditions comprise general physic-chemical components which are monitored at all lakes and specific pollutants which are monitored at surveillance lakes only along with priority substances. The latter are assessed separately as chemical status. Not all lakes are monitored, and their status is unassigned.</p>
",41,,,,,1:50000,,103,102,,,91,2013-2018,54,,1,https://gis.epa.ie/geoserver/EPA/wms,
88,f36f49ad-e532-437c-b519-5789f60494df,159,en,dataset,1646913492,82,,1,82,WFD River Waterbodies Status 2013-2018,1646913492,1687434067,,,1,1,1,/dataset/wfd-river-waterbodies-status-2013-2018,,"<p>Metadata link:&nbsp;<a href=""https://gis.epa.ie/geonetwork/srv/eng/catalog.search#/metadata/aa9593f8-e041-4984-afee-625beb61b67b"">https://gis.epa.ie/geonetwork/srv/eng/catalog.search#/metadata/aa9593f8-e041-4984-afee-625beb61b67b</a></p>

<p>This table contains all the River Waterbody Status results recorded in accordance with European Communities (Water Policy) Regulations 2003 (SI no. 722/2003). The regulation objectives include the attainment of good status in waterbodies that are of lesser status at present and retaining good status or better where such status exists.</p>
",,1,2,,103,,97,,,22,86,,,,55,,45,58,,"<p>Each Waterbody is monitored by the EPA and assigned an overall status based on the lowest status for the quality elements monitored within that RWB. There are 6 quality elements: Fish, General Physic-chemical, Hydromorphology, MacroInvertebrates, MacroInvertebrates-Margaratifera and Plants –Diatoms. Where physic-chemical results do not fall into Good or Moderate statuses with high confidence, sites are assigned a Pass due to the lower confidence associated with sites that are potentially of High status. The Good and Moderate or Lower categories for general physic-chemical are assigned with a high degree of confidence (i.e. 99% certainty). A schema for status was developed and agreed with the WFD GIS and Data Management group, which includes the waterbody code and a time stamp. It is not possible to monitor all Irish RWBs and the monitoring programme is designed to be representative and to cover the larger RWBs in the state. Not all RWBs are covered and this therefore necessitates extrapolation of status to the unmonitored RWBs from monitored RWBs. The column Extrapolated identifies which waterbodies have been extrapolated and not monitored directly. Where possible, a status is extrapolated from the closest, most similar RWB in terms of typology and risk assessment within the same River Basin District. Cluster analysis was used to assign all RWBs to one of 12 clusters based on their similarity in terms of type and WFD Article 5 point and diffuse risk assessment.</p>
",41,,,,,1:50000,,103,102,,,91,2013-2018,54,,1,https://gis.epa.ie/geoserver/EPA/wms,
89,e36e49eb-7c58-4aa5-bb88-6c45d6099476,160,en,dataset,1646915221,82,,1,82,River Flow Direction,1646915221,1687434067,,,1,1,1,/dataset/river-flow-direction,,"<p>Metadata link:&nbsp;<a href=""https://gis.epa.ie/geonetwork/srv/eng/catalog.search#/metadata/c4043e19-38ec-4120-a588-8cd01ac94a9c"">https://gis.epa.ie/geonetwork/srv/eng/catalog.search#/metadata/c4043e19-38ec-4120-a588-8cd01ac94a9c</a></p>

<p>This water flow network dataset is a route feature class rather than a simple polyline. The geometry is generated by merging the river lines of individual geometric network datasets. This layer contains an integrated flow network that includes known flow connections through rivers, lakes and groundwater aquifers. In places where the network is depicted flowing through lakes or through underground channels, the flow channels are schematic only, and do not represent the precise location of these flow channels. The appropriate Geological Survey Ireland data sets should be consulted where underground flows or connections are known or suspected.</p>
",,1,2,,103,,97,,,22,86,,,,56,,45,71,,"<p>The geometry of the rivers were originally generated based on the OSi 50k raster mapping, but has been updated over time as updated information has arisen from local surveys. The associated attribute data comes from a variety of sources, e.g. waterbody codes from the individual waterbody datasets, EPA Code and EPA Name were originally coded by the EPA rivers team for the most part but new smaller stretches can be coded now through the FCT. River orders are generated automatically through EPA tools using the Strahler method.</p>
",41,,,,,1:10000,,103,102,,,91,2005-2015,54,,1,http://lle.gov.wales/services/wms/nrw,
90,374c9f50-1e1f-4865-a8eb-9da0dfa8c98c,161,en,dataset,1646915443,82,,1,82,Flow Network (Indicative),1646915443,1687434067,,,1,1,1,/dataset/flow-network-indicative,,"<p>Metadata link:&nbsp;<a href=""https://gis.epa.ie/geonetwork/srv/eng/catalog.search#/metadata/c4043e19-38ec-4120-a588-8cd01ac94a9c"">https://gis.epa.ie/geonetwork/srv/eng/catalog.search#/metadata/c4043e19-38ec-4120-a588-8cd01ac94a9c</a></p>

<p>This water flow network dataset is a route feature class rather than a simple polyline. The geometry is generated by merging the river lines of individual geometric network datasets. This layer contains an integrated flow network that includes known flow connections through rivers, lakes and groundwater aquifers. In places where the network is depicted flowing through lakes or through underground channels, the flow channels are schematic only, and do not represent the precise location of these flow channels. The appropriate Geological Survey Ireland data sets should be consulted where underground flows or connections are known or suspected.</p>
",,1,2,,103,,97,,,22,86,,,,57,,45,71,,"<p>The geometry of the rivers were originally generated based on the OSi 50k raster mapping, but has been updated over time as updated information has arisen from local surveys. The associated attribute data comes from a variety of sources, e.g. waterbody codes from the individual waterbody datasets, EPA Code and EPA Name were originally coded by the EPA rivers team for the most part but new smaller stretches can be coded now through the FCT. River orders are generated automatically through EPA tools using the Strahler method.</p>
",41,,,,,1:50000,,103,102,,,91,2005-2015,54,,1,https://gis.epa.ie/geoserver/EPA/wms,
91,df91b227-4218-4a47-aaf1-1a2a1e43590c,162,en,dataset,1646915643,82,,1,82,Lake Waterbodies,1646915643,1687434067,,,1,1,1,/dataset/lake-waterbodies,,"<p>Metadata link:&nbsp;<a href=""https://gis.epa.ie/geonetwork/srv/eng/catalog.search#/metadata/00e92dc9-cb26-4858-889c-0b9b6ea9c9be"">https://gis.epa.ie/geonetwork/srv/eng/catalog.search#/metadata/00e92dc9-cb26-4858-889c-0b9b6ea9c9be</a></p>

<p>These are the lake waterbody polygons delineated in accordance with Guidance Document No. 9: Implementing the Geographical Information System Elements (GIS) of the Water Framework Directive (2003) and Guidance Document No. 22: Updated Guidance on Implementing the Geographical Information System (GIS) Elements of the EU Water policy (November 2008).</p>
",,1,2,,103,,97,,,22,86,,,,58,,46,71,,"<p>In 2002-2003 polygon geometry from a cartographic source (Ordnance Survey Ireland vector Discovery Series water lines) was attributed with a unique code for each lake polygon and a lake name where a name was visible at 1:50,000. Some local names were also applied from the EPA monitoring program stations list. This Lake Segments layer was used as the base geometry for the Lake Waterbodies polygons. A ""System B"" typology was found to be the most appropriate basis on which to define lake types in Ireland; twelve types have been identified using the factors alkalinity (surrogate for Geology), depth and size.<br />
Biological data from 60 high status lakes across several types and River Basin Districts were used to test that the selected hydromorphological types, derived from these factors, can be discriminated on a biological basis. A thirteenth type was identified to include a number of lakes at altitude &gt;300m. Latitude and longitude were not considered to be significant factors determining the flora and fauna of Irish lakes.<br />
The typology and risk assessment of Irish lakes for Article 5 included all lakes greater than 0.5 km² and lakes less than 0.5 km² if they were located in protected areas (e.g. in Special Areas of Conservation, or if they were used for water abstraction for drinking purposes). Spatial Accuracy: data mapped from a 1:50,000 scale source. Thematic AccurIn 2002-2003 polygon geometry from a cartographic source (Ordnance Survey Ireland vector Discovery Series water lines) was attributed with a unique code for each lake polygon and a lake name where a name was visible at 1:50,000. Some local names were also applied from the EPA monitoring program stations list. This Lake Segments layer was used as the base geometry for the Lake Waterbodies polygons. A ‘System B’ typology was found to be the most appropriate basis on which to define lake types in Ireland; twelve types have been identified using the factors alkalinity (surrogate for Geology), depth and size.<br />
Biological data from 60 high status lakes across several types and River Basin Districts were used to test that the selected hydromorphological types, derived from these factors, can be discriminated on a biological basis. A thirteenth type was identified to include a number of lakes at altitude &gt;300m. Latitude and longitude were not considered to be significant factors determining the flora and fauna of Irish lakes.<br />
The typology and risk assessment of Irish lakes for Article 5 included all lakes greater than 0.5 km² and lakes less than 0.5 km² if they were located in protected areas (e.g. in Special Areas of Conservation, or if they were used for water abstraction for drinking purposes). Spatial Accuracy: data mapped from a 1:50,000 scale source. Thematic Accuracy: Lake Waterbody attributes are based on type criteria originating from the WFD System B typology. Altitude data came from a 20m resolution DTM. Alkalinity categories came from Geological Survey Ireland source data. Currency: Geometry from the 1:50,000 OS Discovery Series, published in 1998 Logical Consistency: The dataset meets the topological requirements set out in Guidance Document No. 22: Support for Reporting of RBMP, Guidance on reporting of spatial data.<br />
acy: Lake Waterbody attributes are based on type criteria originating from the WFD System B typology. Altitude data came from a 20m resolution DTM. Alkalinity categories came from Geological Survey Ireland source data. Currency: Geometry from the 1:50,000 OS Discovery Series, published in 1998 Logical Consistency: The dataset meets the topological requirements set out in Guidance Document No. 22: Support for Reporting of RBMP, Guidance on reporting of spatial data.</p>
",41,,,,,1:50000,,103,102,,,91,2010,54,,1,http://lle.gov.wales/services/wms/nrw,
92,8f1b223f-7f8c-454b-b7ec-4b963176a5e3,163,en,dataset,1646916980,82,,1,82,NDMI,1646916980,1687434067,,,1,1,1,/dataset/ndmi,,"<h2>Basic Description&nbsp;&nbsp;</h2>

<p>The normalized difference moisture index describes the crop's water stress level by monitoring the leaf moisture content.&nbsp;</p>

<p lang=""EN-US"">© European Union, Copernicus Land Monitoring Service 2022, European Environment Agency (EEA)&nbsp;</p>

<h2>User Requirement&nbsp;&nbsp;&nbsp;</h2>

<p>The user can view a map that monitors crop moisture content and water stress.&nbsp;</p>

<h2>Satellite</h2>

<p>Sentinel 2 - <a href=""https://sentinels.copernicus.eu/web/sentinel/missions/sentinel-2"">https://sentinels.copernicus.eu/web/sentinel/missions/sentinel-2</a></p>

<h2>Detailed Description</h2>

<p>Further info and links at <a href=""https://custom-scripts.sentinel-hub.com/sentinel-2/ndmi/"">https://custom-scripts.sentinel-hub.com/sentinel-2/ndmi/</a>&nbsp;</p>

<p>Further technical information is accessible in this scientific article:&nbsp;<br />
Gao, B.-C. 1996. NDWI - A normalized difference water index for remote sensing of vegetation liquid water from space. Remote Sensing of Environment 58: 257-266. <a href=""https://www.sciencedirect.com/science/article/abs/pii/S0034425796000673"">Link to Article</a>&nbsp;</p>
",,1,2,,117,,115,,,21,86,,,,59,,39,72,,,,,,https://github.com/ECHOESProj/eo-custom-scripts,,20 metres,,118,42,,,92,2018 to present,54,120,1,,
93,a3cb9d52-069b-43b0-a101-a45758de50cd,164,en,dataset,1646917092,82,,1,82,NDVI,1646917092,1687434067,,,1,1,1,/dataset/ndvi,,"<h2>Basic Description&nbsp;&nbsp;</h2>

<p>The normalized difference vegetation index is a simple, but effective index for quantifying green vegetation.&nbsp;</p>

<p>© European Union, Copernicus Land Monitoring Service 2022, European Environment Agency (EEA)</p>

<h2>User Requirement&nbsp;&nbsp;&nbsp;</h2>

<p>The user can view a map that is widely used for live green vegetation monitoring, using an indicator that helps assess the density, health, and growth stage of crops.</p>

<h2>Satellite(s) &nbsp;&nbsp;</h2>

<p>Sentinel 2 - <a href=""https://sentinels.copernicus.eu/web/sentinel/missions/sentinel-2"">https://sentinels.copernicus.eu/web/sentinel/missions/sentinel-2</a>&nbsp;&nbsp;</p>

<h2>Detailed Description</h2>

<p>This is one of the data bands in the Vegetation Indices, Daily collection:&nbsp;<br />
<a href=""https://collections.sentinel-hub.com/vegetation-indices/"">https://collections.sentinel-hub.com/vegetation-indices/</a>&nbsp;</p>

<p>Technical details can be found in the Product User Manual:&nbsp;<br />
<a href=""https://land.copernicus.eu/user-corner/technical-library/product-user-manual-of-vegetation-indices/"">https://land.copernicus.eu/user-corner/technical-library/product-user-manual-of-vegetation-indices/</a>&nbsp;&nbsp;</p>

<p>Further technical information is accessible in this scientific article:&nbsp;<br />
Feng Tian, Zhanzhang Cai, Hongxiao Jin, Koen Hufkens, Helfried Scheifinger, Torbern Tagesson, Bruno Smets, Roel Van Hoolst, Kasper Bonte, Eva Ivits, Xiaoye Tong, Jonas Ardö, Lars Eklundh, 2021: Calibrating vegetation phenology from Sentinel-2 using eddy covariance, PhenoCam, and PEP725 networks across Europe. Remote Sensing of Environment, Volume 260, ISSN 0034-4257, <a href=""https://doi.org/10.1016/j.rse.2021.112456"">https://doi.org/10.1016/j.rse.2021.112456</a></p>

<p>&nbsp;</p>
",,1,2,,117,,115,,,21,86,,,,60,,39,72,,,,,,https://github.com/ECHOESProj/eo-custom-scripts,,10 metres,,118,42,,,92,2016 to present,54,119,1,,
126,14bf480d-c235-4202-9b3c-0fb94ccb7476,197,en,dataset,1647874142,82,,1,82,WFD Transitional Waterbodies Cycle 2,1647874142,1687434067,,,1,1,1,/dataset/wfd-transitional-waterbodies-cycle-2,,"<p>Metadata link:&nbsp;<a href=""https://libcat.naturalresources.wales/folio/?oid=116272"">https://libcat.naturalresources.wales/folio/?oid=116272</a></p>

<p>'Water Framework Directive (WFD) Transitional Waterbodies' is a polygon Shapefile dataset containing attributes that have been collated as defined for the implementation of the Water Framework Directive (WFD). Article 2, clause 6 of the WFD defines them as '...bodies of surface water in the vicinity of river mouths which are partly saline in character as a result of their proximity to coastal waters but are substantially influenced by freshwater flows'. Transitional waterbodies were defined from Mean High Water boundaries, taken directly from OS 1:50K MeridianTM 2, and NRW estuarine boundaries defined for the Urban Waste Water Treatment Directive (UWWTD). Since waterbodies are attributed with a unique identifier 'EA_WB_ID' this dataset can be linked directly to other WFD data sources such as physical characteristics, risk, classification and proposed objectives. These data apply to Cycle 2 of the Water Framework Directive.</p>
",,1,2,,,,113,,,22,86,,,,93,,46,58,,"<p>This was created from originally from OS data and territorial waters / coastal waters data as described in the abstract. The Cycle 2 version represents a minor update of the Cycle 1 dataset.</p>
",41,,,,,1:50000,,100,89,,,90,2015-2018,54,,1,http://lle.gov.wales/services/wms/nrw,
127,4b9ec123-4b25-416b-a3bb-2d89b703aacf,198,en,dataset,1647874231,82,,1,82,WFD River Waterbodies Cycle 2,1647874231,1687434067,,,1,1,1,/dataset/wfd-river-waterbodies-cycle-2,,"<p>Metadata link:&nbsp;<a href=""https://libcat.naturalresources.wales/folio/?oid=116269"">https://libcat.naturalresources.wales/folio/?oid=116269</a></p>

<p>The Water Framework Directive (WFD) River Waterbodies Cycle 2 are a spatial (polygon) dataset collated as defined for the implementation of the Water Framework Directive. 'WFD River Waterbodies Cycle 2' is a subset extracted from the NRW's Detailed River Network (DRN). Updated to 2018 version</p>
",,1,2,,100,,113,,,22,86,,,,94,,45,58,,"<p>'WFD River Waterbodies Cycle 2' is a subset extracted from the NRW's Detailed River Network (DRN). Other input datasets and extensive local Natural Resources Wales staff knowledge has been used to augment the core geometry to incorporate critical spatial detail and attribution, such as flow direction and path, not available from the OS mapping and to verify the accuracy of the centreline itself. Sections of DRN belonging to a particular waterbody have been merged together so that a defined waterbody is a single record within the dataset (rather than being made up of hundreds of records within the DRN). DRN attributes become obsolete at this point and waterbody specific attribution has been added. Therefore the geometry for the resulting waterbodies is taken from the DRN, but the attribution and number of records is very different. Not all sections of the DRN belong to defined waterbodies and the final WFD river waterbody dataset represents &lt;20% of the online DRN.<br />
<br />
Information Warning<br />
Anomalous results were observed at freshwater sampling points throughout Wales for orthophosphate between January 2014 and December 2016. This data was used as part of the 3-year data set which informed the 2015 WFD classification and affected the outcome of that exercise. Please refer to the Supporting Documentation on the Lle website for further information.</p>
",41,,,,,,,100,89,,,90,2015-2018,54,,1,http://lle.gov.wales/services/wms/nrw,
128,f262a1a7-da13-4d44-b193-183aa97f70e0,199,en,dataset,1647874323,82,,1,82,WFD Lake Waterbodies Cycle 2,1647874323,1687434067,,,1,1,1,/dataset/wfd-lake-waterbodies-cycle-2,,"<p>Metadata link:&nbsp;<a href=""https://libcat.naturalresources.wales/folio/?oid=116270"">https://libcat.naturalresources.wales/folio/?oid=116270</a></p>

<p>Water Framework Directive (WFD) Lake Waterbodies Cycle 2 is a polygon Shapefile dataset containing Water Framework Directive (WFD) attributes that have been collated as defined for the implementation of the Water Framework Directive. Article 2, clause 5 of the WFD defines them as '...a body of standing inland surface water'. There is data on the physical characteristics, risk, classification and proposed objectives that can be linked to waterbodies by their unique identifiers. Artificial and modified lake waterbodies are included within this dataset, however, generally only lakes above &gt; 50 hectares were assessed under the WFD except for lakes in protected areas, where a minimum of 5.0 ha was used. Lakes below this threshold are not included within this dataset unless allocated as Sites of Special Scientific Interest (SSSI). Each waterbody has been assigned 'EA_WB_ID', which is a unique identifier that enables a link to WFD attributes. These data apply to Cycle 2 of the Water Framework Directive. Updated to 2018 version</p>
",,1,2,,,,113,,,22,86,,,,95,,46,58,,"<p>This data was created from the UK Lake Inventory dataset which itself took geometry from 1:50 k OS products. Cycle 2 data is currently just slightly adapted from Cycle 1 data with some lakes having been subdivided and some new ones added.</p>
",41,,,,,1:50000,,114,89,,,90,2013-2015,54,,1,http://lle.gov.wales/services/wms/nrw,
129,fc19d177-6a6a-4c14-8cc5-2a1d2dd77d6b,200,en,dataset,1647881731,82,,1,82,NDWI,1647881731,1651831078,,,1,1,1,/dataset/ndwi,,"<h2>Basic Description&nbsp;&nbsp;</h2>

<p>The normalized difference water index describes water content in water bodies.&nbsp;</p>

<p lang=""EN-US"">© European Union, Copernicus Land Monitoring Service 2022, European Environment Agency (EEA)&nbsp;</p>

<h2>User Requirement&nbsp;&nbsp;&nbsp;</h2>

<p>The user can view a map that monitors open water content of water bodies.&nbsp;</p>

<h2>Satellite</h2>

<p>Sentinel 2 - <a href=""https://sentinels.copernicus.eu/web/sentinel/missions/sentinel-2"">https://sentinels.copernicus.eu/web/sentinel/missions/sentinel-2</a></p>

<h2>Detailed Description</h2>

<p>Further information at these links:&nbsp;</p>

<p lang=""EN-US""><a href=""https://custom-scripts.sentinel-hub.com/sentinel-2/ndwi/"">https://custom-scripts.sentinel-hub.com/sentinel-2/ndwi/</a>,&nbsp;</p>

<p lang=""EN-US""><a href=""https://eos.com/make-an-analysis/ndwi/"">https://eos.com/make-an-analysis/ndwi/</a>&nbsp;&nbsp;</p>
",,1,2,,117,,115,,,21,86,,,,96,,39,72,,,,,,https://github.com/ECHOESProj/eo-custom-scripts,,20 metres,,118,42,,,92,2018 to present,54,120,1,,
